"professor","Course.Name","Survey.Period","Svy.Rcv","Exp","X.","I.would.recommend.this.professor.to.other.students","When.I.sought.consultation.about.this.course..the.professor.was.available.outside.of.class.time","I.received.adequate.supervision.over.my.work.on.the.project","I.received.my.placement.in.a.timely.fashion","I.received.the.project.in.a.timely.fashion","In.the.course.of.working.on.my.clinic.projects..I.received.thorough.and.useful.supervision","My.experience.at.the.field.placement.was.positive","My.experience.in.the.field.work.component.enhanced.my.understanding.and.the.insights.I.gained.in.the","The.class.covered.meaningful.and.worthwhile.subject.matter.","The.class.improved.my.lawyering.skills","The.clinic.has.improved.my.ability.to.function.as.a.lawyer","The.clinic.projects.and.classroom.components.of.the.course.were.integrated.effectively","The.professor.adjusted.the.class.for.the.online.distance.learning.format","The.professor.s.feedback.on.my.project.work.was.helpful.in.revising.my.work","The.project.was.well.defined","The.readings.were.useful.and.well.integrated.into.the.course.and.or.provided.helpful.background.for","The.seminar.classes.enhanced.the.field.work.component","How.well.has.the.professor.adjusted.the.class.for.the.online.environment.","I.had.a.helpful.personal.consultation.with.the.professor.about.my.draft.paper","I.received.helpful.guidance.regarding.research.strategy.from.the.professor.and.or.from.a.guest.lectu","The.professor.adjusted.the.class.for.the.online.environment.","The.professor.challenged.students.to.think.critically","The.professor.created.a.learning.environment.that.was.hospitable.to.all.students","The.professor.provided.detailed.written.feedback.on.my.preliminary.draft.s..of.the.paper","The.professor.provided.timely.and.useful.comments.on.my.outline.or.other.preparatory.written.product","The.professor.taught.the.course.well","The.professor.s.feedback.on.the.preliminary.draft.s..was.will.be.helpful.in.revising.my.paper","n_courses"
"Sperber, Melysa","Human Rights Fact-Finding",201870,6,10,60,4.7,4.9,3.85,NA,3.95,NA,NA,NA,5,NA,NA,NA,NA,3.85,4.5,4.05,NA,NA,NA,NA,NA,4.9,4.7,NA,NA,4.5,NA,2
"Spinelli, Danielle","Bankruptcy & Creditors' Rights",201830,5,9,56,5,4.5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,1
"Spratley, Amanda","Social Enterprise & Nonprofit",201950,8,10.667,73.333,4.7,4.833,NA,NA,NA,4.567,NA,NA,4.567,NA,4.733,4.433,NA,NA,NA,4.233,NA,NA,NA,NA,NA,4.733,4.967,NA,NA,4.8,NA,3
"Srejovic, Nina","Intell Prop & Info Pol Clinic",202142,6,7,84.8,4.78,4.96,NA,NA,NA,4.86,NA,NA,4.94,NA,4.94,4.7,NA,NA,NA,4.76,NA,NA,NA,NA,NA,4.86,4.86,NA,NA,4.82,NA,5
"Srere, Mark","Intl White Collar Crime",201930,5.333,7.833,66,4.683,4.6,NA,NA,NA,NA,NA,NA,4.767,NA,NA,NA,NA,NA,NA,4.667,NA,NA,NA,NA,NA,4.833,4.9,NA,NA,4.7,NA,6
"Srinivasan, Sri","Civil Rts Statutes & Sup Ct Se",202060,14,18.75,73.5,4.95,4.725,NA,NA,NA,NA,NA,NA,4.975,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,4.925,4.975,NA,NA,4.925,NA,4
"Stahl, Raymond","Adv International Taxation",201960,6.5,17.25,34.25,4.6,4.675,NA,NA,NA,NA,NA,NA,4.925,NA,NA,NA,NA,NA,NA,4.55,NA,5,NA,NA,4.8,4.75,4.85,NA,NA,4.625,NA,4
"Stamper, Lucianna","National Security & Law of Sea",202230,8,11,73,5,4.9,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,1
"Stark, Sanford","Survey of Transfer Pricing",202030,11.6,22.7,46,4.39,4.344,NA,NA,NA,NA,NA,NA,4.75,NA,NA,NA,5,NA,NA,4.37,NA,4.3,NA,NA,NA,4.38,4.62,NA,NA,4.43,NA,10
"Starling, Kenneth","Intl Business Negotiations",202005,8.25,15.75,52.5,4.9,5,NA,NA,NA,NA,NA,NA,4.925,NA,NA,NA,NA,NA,NA,4.775,NA,NA,NA,NA,NA,4.825,5,NA,NA,4.825,NA,4
"Stebbins, Ann","Mergers & Acquisitions in Prac",202061.111,4.667,9.778,48,4.722,4.833,NA,NA,NA,NA,NA,NA,4.911,NA,NA,NA,NA,NA,NA,4.489,NA,NA,NA,NA,NA,4.778,4.733,NA,NA,4.722,NA,9
"Stephanny, Philippe","Global Indirect Tax",202080,5.5,9.75,49,4.8,4.55,NA,NA,NA,NA,NA,NA,4.85,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,4.825,4.75,NA,NA,4.8,NA,4
"Stephanny, Philippe","Global Indirect Tax: The VAT",201830,8,12,67,4.6,4.8,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,4.6,4.6,NA,NA,4.9,NA,1
"Stern, Daniel","Intl Tax & Business Planning",202060,11.5,17.25,63.75,4.925,4.7,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,4.65,NA,NA,NA,NA,NA,4.975,4.875,NA,NA,4.75,NA,4
"Stern, Mark","Federalism Seminar",202110,7.5,20,38.5,4.6,4.6,NA,NA,NA,NA,NA,NA,4.75,NA,NA,NA,NA,NA,NA,4.75,NA,NA,4.15,4.3,NA,4.9,4.75,4.15,4.3,4.6,4.15,2
"Stevenson, Russell","Business Planning Seminar",202020,4,14,30,4.9,4.9,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,4.85,5,NA,NA,4.9,NA,2
"Stevenson, Russell","Business Planning Workshop",201910,11,21,52,4.1,5,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,4.4,4.6,NA,NA,4.2,NA,1
"Stevenson, Russell","Corporations",202000,49.5,80,58.25,3.9,4.575,NA,NA,NA,NA,NA,NA,4.575,NA,NA,NA,NA,NA,NA,4.275,NA,NA,NA,NA,NA,4.25,4.2,NA,NA,4.175,NA,4
"Stevenson, Russell","In-House Counsel: Law & Pract",201956.667,5.667,11.333,49.667,3.767,4.4,NA,NA,NA,NA,NA,NA,4.067,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,3.567,4.3,NA,NA,3.8,NA,3
"Stevenson, Russell","Securities Regulation",201983.333,28.333,50,53.333,4.233,4.767,NA,NA,NA,NA,NA,NA,4.833,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,4.6,4.667,NA,NA,4.367,NA,3
"Stewart, David","Const Aspect Foreign Affrs Sem",202180,6,12,49.5,4.6,5,NA,NA,NA,NA,NA,NA,4.85,NA,NA,NA,NA,NA,NA,4.25,NA,NA,4.4,3.9,NA,4.75,4.8,4.8,4.8,4.65,4.8,2
"Stewart, David","Curr Iss in Transnatl Law Sem",202030,10.2,17.8,57.8,4.36,4.96,NA,NA,NA,NA,NA,NA,4.68,NA,NA,NA,NA,NA,NA,4.08,NA,NA,4.72,4.56,NA,4.76,4.84,4.8,4.84,4.6,4.7,5
"Stewart, David","Global Law Scholars 1L Seminar",202160,7.5,21.5,35.5,5,5,NA,NA,NA,NA,NA,NA,4.85,NA,NA,NA,NA,NA,NA,4.85,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,2
"Stewart, David","Global Law Scholars Sem I",202030,8,20.8,39,4.6,4.78,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,4.54,4.64,NA,NA,4.48,NA,5
"Stewart, David","Global Law Scholars Seminar II",202060,8.25,20.75,40.25,4.7,4.75,NA,NA,NA,NA,NA,NA,4.375,NA,NA,NA,NA,NA,NA,4.225,NA,NA,NA,NA,NA,4.7,4.675,NA,NA,4.7,NA,4
"Stewart, David","International Law Essentials: The U.S. Perspective",201830,6,21,29,5,5,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,1
"Stewart, David","Intl Law Essentials",202080,4.75,9,58.5,4.875,5,NA,NA,NA,NA,NA,NA,4.925,NA,NA,NA,NA,NA,NA,4.725,NA,NA,NA,NA,NA,4.825,5,NA,NA,4.925,NA,4
"Stewart, David","Intl Law I: Intro to Intl Law",202030,25.4,52,48.6,4.14,4.74,NA,NA,NA,NA,NA,NA,4.64,NA,NA,NA,NA,NA,NA,4.06,NA,NA,NA,NA,NA,4.52,4.54,NA,NA,4.24,NA,5
"Stewart, David","Intl Law in Domestic Courts Sm",202060,6.75,13.5,52,4.475,4.95,NA,NA,NA,NA,NA,NA,4.875,NA,NA,NA,NA,NA,NA,4.55,NA,NA,4.85,4,NA,4.825,4.675,4.7,4.7,4.55,4.65,4
"Stewart, Melissa","Human Rights Fact-Finding",202060,3,6,50,3.75,4.9,3.4,NA,3.75,NA,NA,NA,4.4,NA,NA,NA,NA,3.25,2.65,3.5,NA,NA,NA,NA,NA,4,3.75,NA,NA,3.75,NA,2
"Stewart, Melissa","Intl Law Colloquium",202110,5,6,83,5,5,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,4.6,NA,NA,5,4,NA,5,5,5,5,4.8,5,1
"Stiglitz, Matthew","Trial Practice",202010,5.333,10,53,4.4,4.567,NA,NA,NA,NA,NA,NA,4.767,NA,NA,NA,NA,NA,NA,3.933,NA,NA,NA,NA,NA,4.733,4.733,NA,NA,4.4,NA,3
"Stone, Devin","US Legal Res. Anlsys & Writing",202190,7.667,10,81.333,4.2,4.567,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,4.267,NA,NA,NA,NA,NA,4.433,4.467,NA,NA,4.2,NA,3
"Stoto, Michael","Global Health Law: Intensive",202060,3.25,10.75,33,4.6,4.867,NA,NA,NA,NA,NA,NA,4.775,NA,NA,NA,NA,NA,NA,4.15,NA,NA,NA,NA,NA,4.775,4.9,NA,NA,4.775,NA,4
"Strand, Megan","Renewable Energy Seminar",202060,9,15,60,4.6,5,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,4.15,NA,NA,NA,NA,NA,4.3,4.85,NA,NA,4.5,NA,2
"Strasser, Alan","Professional Responsibility",202230,24,28,86,4.5,4.8,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,4.7,4.9,NA,NA,4.6,NA,1
"Stromseth, Jane","Con Law I: Federal System",201980,27,35.5,76.5,4.35,4.85,NA,NA,NA,NA,NA,NA,4.65,NA,NA,NA,NA,NA,NA,4.35,NA,NA,NA,NA,NA,4.6,4.9,NA,NA,4.35,NA,2
"Stromseth, Jane","Intl Human Rights",202060,11.5,17,68.75,4.825,4.875,NA,NA,NA,NA,NA,NA,4.925,NA,NA,NA,NA,NA,NA,4.725,NA,NA,NA,NA,NA,4.825,4.975,NA,NA,4.825,NA,4
"Stromseth, Jane","Justice & Account for Intl Atr",202060,10,16.25,60,4.95,5,NA,NA,NA,NA,NA,NA,4.925,NA,NA,NA,NA,NA,NA,4.775,NA,NA,4.9,4.7,NA,4.9,4.975,4.933,5,4.9,4.933,4
"Stromseth, Jane","The US & Human Rts Sem",202180,13,19,68,4.95,5,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,4.9,NA,NA,4.95,4.7,NA,4.9,5,4.95,5,5,4.95,2
"Strong, Stacie","Intl Comm Arb Cross-Cultural",202043.333,13.333,15.333,86.667,4.9,4.667,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.867,NA,NA,NA,NA,NA,4.833,4.933,NA,NA,4.933,NA,3
"Stumberg, Robert","Policy Clinic (Harrison Inst)",202043.333,3.222,8.222,52.778,4.644,4.933,NA,NA,NA,4.544,NA,NA,4.367,NA,4.3,3.922,NA,NA,NA,3.778,NA,NA,NA,NA,NA,4.922,4.833,NA,NA,4.633,NA,9
"Sturiale, Jennifer","Fndn of Amer Law in Digitl Age",202030,7,11,64,5,4.9,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,NA,4.7,NA,1
"Sturiale, Jennifer","Tech Law Scholars Seminar I",202110,12,19,63,2.7,4.2,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,3.2,3.4,NA,NA,2.9,NA,1
"Sturiale, Jennifer","Tech Law Scholars Seminar II",202110,13,24,54,3.2,3.6,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,3.5,3.5,NA,NA,3.3,NA,1
"Sukhatme, Neel","Adv Corporate Finance",202063.333,12,18.667,65.333,4.867,4.833,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.233,NA,NA,NA,NA,NA,4.833,4.933,NA,NA,4.9,NA,3
"Sukhatme, Neel","Empirical Analysis for Lawyers",201910,11,19,58,4.7,5,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,4.9,4.8,NA,NA,4.6,NA,1
"Sukhatme, Neel","Law & Economics Workshop",202130,9,15,61.5,4.6,4.7,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,4.55,NA,NA,4.9,4.85,NA,4.6,4.7,5,4.75,4.65,5,2
"Sukhatme, Neel","Patent Law",202010,6,15,40,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,1
"Sukhatme, Neel","Property",202010,63.333,88.333,72.667,4.533,4.733,NA,NA,NA,NA,NA,NA,4.667,NA,NA,NA,NA,NA,NA,4.633,NA,NA,NA,NA,NA,4.667,4.767,NA,NA,4.567,NA,3
"Sullivan, David","Intl Law I: Intro to Intl Law",202210,9,17,53,4.1,4.8,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,4.6,4.4,NA,NA,4.3,NA,1
"Sullivan, William","Tax Fraud and Tax Crimes",201880,12,19.5,62,3.3,3.4,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,3.65,3.65,NA,NA,3.35,NA,2
"Summer, Barry","Securities Regulation",202030,15.6,24.7,53.8,4.5,4.76,NA,NA,NA,NA,NA,NA,4.91,NA,NA,NA,3.7,NA,NA,4.59,NA,4.575,NA,NA,NA,4.53,4.66,NA,NA,4.5,NA,10
"Summers, Nicole","Housing Law & Policy Seminar",202230,15,21,71,4.5,5,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.5,NA,NA,4.7,3.8,NA,4.6,4.8,4.5,4.8,4.6,4.5,1
"Summers, Nicole","Poverty Law and Policy",202230,12,13,92,4.4,5,NA,4.9,NA,NA,4.8,4.9,4.4,4.7,NA,NA,NA,NA,NA,4.3,4.5,NA,NA,NA,NA,4.6,4.5,NA,NA,4.6,NA,1
"Sunder, Madhavi","Copyright Law",202030,27.333,44.667,65.333,4.9,4.9,NA,NA,NA,NA,NA,NA,4.933,NA,NA,NA,NA,NA,NA,4.867,NA,NA,NA,NA,NA,4.9,4.9,NA,NA,4.833,NA,3
"Sunder, Madhavi","Cultural Appropriation Sem",201930,7,22,32,5,4.8,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,4.9,4.7,NA,NA,5,NA,1
"Sunder, Madhavi","Property",202060,66.5,104.75,63.75,4.35,4.775,NA,NA,NA,NA,NA,NA,4.55,NA,NA,NA,NA,NA,NA,4.525,NA,NA,NA,NA,NA,4.45,4.675,NA,NA,4.425,NA,4
"Sunder, Madhavi","Trademark & Unfair Comp Law",201830,20,39,51,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,1
"Super, David","Bargain, Exchange & Liability",202010,63.5,103.667,61.333,4.65,4.983,NA,NA,NA,NA,NA,NA,4.783,NA,NA,NA,NA,NA,NA,4.517,NA,NA,NA,NA,NA,4.85,4.85,NA,NA,4.533,NA,6
"Super, David","Federal Income Taxation",201996.667,26.333,53.333,47.333,3.8,4.5,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,3.767,NA,NA,NA,NA,NA,4.333,4.433,NA,NA,3.667,NA,3
"Sutton, William","Corporate Income Tax Law I",202060,12.75,23,54.25,4.375,4.575,NA,NA,NA,NA,NA,NA,4.65,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,4.625,4.525,NA,NA,4.425,NA,4
"Swinton, Nathan","US Legal Res. Anlsys & Writing",201980,13.5,13.5,100,4.5,4.85,NA,NA,NA,NA,NA,NA,4.65,NA,NA,NA,NA,NA,NA,4.65,NA,NA,NA,NA,NA,4.7,4.8,NA,NA,4.55,NA,2
"Szanyi, Rosemary","Trial Practice",202096.667,4.667,5.667,80.667,5,4.967,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,4.833,5,NA,NA,5,NA,3
"TBA, Staff","Dummy Course so Fall 2022 LLMs Can Access Evals",202220,11,332,3,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,1
"Tabak, Shana","Intl Human Rights Law",202130,27,42,64,3.6,3.9,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,4.3,4.5,NA,NA,3.7,NA,1
"Tabbach, Avraham","Economic Analysis of Law",202210,6,14,43,4.8,4.8,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,5,4.8,NA,NA,4.6,NA,1
"Tackney, Stephen","Emp Ben: Executive Comp",202063.333,7.5,14.667,50.167,4.55,4.533,NA,NA,NA,NA,NA,NA,4.883,NA,NA,NA,NA,NA,NA,4.383,NA,5,NA,NA,NA,4.85,4.833,NA,NA,4.35,NA,6
"Tague, Peter","Adv Criminal Procedure",201930,12.667,18,74.333,4.067,4.633,NA,NA,NA,NA,NA,NA,4.733,NA,NA,NA,NA,NA,NA,4.233,NA,NA,NA,NA,NA,4.1,4.633,NA,NA,4.167,NA,3
"Tague, Peter","Criminal Law",202010,15.667,33.333,48.333,3.7,4.167,NA,NA,NA,NA,NA,NA,4.433,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,4.267,4.233,NA,NA,3.867,NA,3
"Tague, Peter","Professional Responsibility",201930,21.667,47.667,47.667,3.433,4.4,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4.033,4.367,NA,NA,3.7,NA,3
"Talisman, Jonathan","Current Issues in Tax Policy",202060,13,20,61.25,4.95,4.725,NA,NA,NA,NA,NA,NA,4.975,NA,NA,NA,NA,NA,NA,4.675,NA,NA,NA,NA,NA,4.95,4.925,NA,NA,4.925,NA,4
"Tang, Victoria","Communic & Tech Clinic",202120,6.25,7.75,81.5,4.9,4.7,NA,NA,NA,4.525,NA,NA,4.8,NA,4.625,4.575,NA,NA,NA,4.6,NA,NA,NA,NA,NA,4.95,4.95,NA,NA,4.95,NA,4
"Tashea, Jason","Criminal Justice Technology",201880,4,8,50,4.5,5,4.05,NA,4.75,NA,NA,NA,4.85,NA,NA,NA,NA,4.55,3.75,4.45,NA,NA,NA,NA,NA,4.85,4.75,NA,NA,4.35,NA,2
"Tatarowicz, Philip","Fed Limits On State & Locl Tax",202022.5,2.375,7.875,34.125,4.812,4.65,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.825,NA,5,5,5,5,4.775,4.912,NA,4,4.862,NA,8
"Tatarowicz, Philip","State & Local Tax: Bus Taxes",202030,2.6,6.5,47.6,4.63,4.838,NA,NA,NA,NA,NA,NA,4.79,NA,NA,NA,5,NA,NA,4.71,NA,4.675,NA,NA,NA,4.56,4.83,NA,NA,4.68,NA,10
"Tatarowicz, Philip","Survey of State & Local Tax",202033.333,7.417,13.417,53,4.65,4.742,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.45,NA,5,NA,NA,5,4.725,4.892,NA,NA,4.758,NA,12
"Tatarowicz, Philip","Tax of Partnerships",201960,13,34,38,3.45,3.8,NA,NA,NA,NA,NA,NA,4.55,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,3.9,4,NA,NA,3.45,NA,2
"Tatum, Laura","Cong Hearing: Labor Std",202060,19.75,23.25,84.5,4.8,4.875,NA,NA,NA,NA,NA,NA,4.875,NA,NA,NA,NA,NA,NA,4.85,NA,NA,NA,NA,NA,4.675,4.95,NA,NA,4.775,NA,4
"Tatum, Laura","Week One Teaching Fellows",202060,2.5,3.75,66.75,5,5,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,4.875,NA,NA,NA,NA,NA,4.625,5,NA,NA,4.875,NA,4
"Taurman, John","Commercial Remedies",202160,8.5,15,56.5,4.65,4.9,NA,NA,NA,NA,NA,NA,4.85,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,5,4.9,NA,NA,4.55,NA,2
"Taurman, John","Remedies",201960,14.5,25.5,62,4.4,4.65,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.35,NA,NA,NA,NA,NA,4.5,4.75,NA,NA,4.5,NA,2
"Taylor, Keysha","Introduction to Contracts",202130,41,49,84,4.1,4.6,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,4.4,4.5,NA,NA,4.2,NA,1
"Teicher, Stuart","Professional Responsibility",202044.615,28.462,53.769,51.846,4.723,4.823,NA,NA,NA,NA,NA,NA,4.631,NA,NA,NA,NA,NA,NA,4.515,NA,NA,NA,NA,NA,4.738,4.854,NA,NA,4.746,NA,13
"Teichman, Doron","Behavioral Law & Economics",202130,8,24,33,4.5,4.9,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,4.85,4.6,NA,NA,4.4,NA,2
"Teitelbaum, Joshua","Analytical Methods",201963.333,21.333,31,69.667,4.733,4.933,NA,NA,NA,NA,NA,NA,4.833,NA,NA,NA,NA,NA,NA,4.667,NA,NA,NA,NA,NA,4.733,4.9,NA,NA,4.667,NA,3
"Teitelbaum, Joshua","Deals: Econ of Struct Trans",202038,12.6,25,59.4,4.76,4.96,NA,NA,NA,NA,NA,NA,4.84,NA,NA,NA,NA,NA,NA,4.74,NA,5,NA,NA,NA,4.88,4.96,NA,NA,4.7,NA,5
"Teitelbaum, Joshua","Law & Economics Workshop",202030,9.5,12.5,76,4.75,4.9,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,4.6,NA,NA,4.75,4.55,NA,4.7,4.7,4.4,4.65,4.75,4.55,2
"Teji, Manpreet","Externship I Seminar",202230,12,16,75,4.9,5,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,4.7,5,NA,NA,4.9,NA,1
"Tejtel, Marc","Intl Business Negotiations",202230,15,17,88,4.9,4.9,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,4.9,4.9,NA,NA,4.9,NA,1
"Tercier, Pierre","International Arbitration from the Arbitrator’s Point of Vie",201830,5,21,24,4.4,4.8,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,4.8,4.6,NA,NA,4.8,NA,1
"Terry, Michael","Mediation Seminar",202182,11.8,18.6,63.6,4.86,4.72,NA,NA,NA,NA,NA,NA,4.88,NA,NA,NA,NA,NA,NA,4.58,NA,NA,NA,NA,NA,4.76,4.92,NA,NA,4.74,NA,5
"Tew, Yvonne","Comparative Const Law",201880,17.5,20.5,85.5,4.85,5,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.75,NA,NA,NA,NA,NA,4.95,4.95,NA,NA,4.95,NA,2
"Tew, Yvonne","Comparative Const Law Sem",202110,11,18,61,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.9,NA,NA,5,5,NA,4.9,5,3.3,4.6,4.9,5,1
"Tew, Yvonne","Con Law I: Federal System",202042,48.8,64.6,77.4,4.76,4.86,NA,NA,NA,NA,NA,NA,4.92,NA,NA,NA,NA,NA,NA,4.82,NA,NA,NA,NA,NA,4.82,4.86,NA,NA,4.84,NA,5
"Tew, Yvonne","Religion & Const Sem",201880,12,13,92,4.85,5,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,4.85,NA,NA,4.8,4.1,NA,4.95,4.9,4.4,4.6,4.85,4.4,2
"Theodore, Elisabeth","Politics of Litig & Litig of P",202210,4,13,31,4.5,4.5,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4.8,4.8,NA,NA,4.3,NA,1
"Thomas, John","Adv Patent Law",202160,8.5,17.5,50,4.85,4.95,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,4.75,NA,NA,4.8,4.4,NA,4.95,4.6,4.95,4.85,4.8,4.9,2
"Thomas, John","Adv Patent Law Seminar",201880,6.5,10,66.5,4.85,4.9,NA,NA,NA,NA,NA,NA,4.85,NA,NA,NA,NA,NA,NA,4.95,NA,NA,4.85,4.75,NA,4.8,4.75,5,4.85,4.85,5,2
"Thomas, John","Intellect Prop in World Trade",202043.333,8.667,20.333,44.333,4.8,4.767,NA,NA,NA,NA,NA,NA,4.933,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,4.833,4.7,NA,NA,4.833,NA,3
"Thomas, John","Patent Law",202046,12.4,25,48.6,4.56,4.52,NA,NA,NA,NA,NA,NA,4.84,NA,NA,NA,NA,NA,NA,4.92,NA,NA,NA,NA,NA,4.82,4.1,NA,NA,4.66,NA,5
"Thomas, Zakiya","Campaigning for Public Office",202020,11.75,18.5,63,4.825,4.8,NA,NA,NA,NA,NA,NA,4.725,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,4.8,4.85,NA,NA,4.875,NA,4
"Thompson, Robert","Corporations",202075,68.5,100.5,68.5,3.825,4.55,NA,NA,NA,NA,NA,NA,4.725,NA,NA,NA,NA,NA,NA,4.275,NA,NA,NA,NA,NA,4.425,4.15,NA,NA,3.975,NA,4
"Thompson, Robert","Mergers and Acquisitions",202020,47,77,61.25,4.4,4.775,NA,NA,NA,NA,NA,NA,4.775,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,4.675,4.5,NA,NA,4.45,NA,4
"Thompson, Robert","Trade, Money & Trust Seminar",202030,10.8,15,74.8,4.8,4.94,NA,NA,NA,NA,NA,NA,4.86,NA,NA,NA,NA,NA,NA,4.64,NA,NA,4.9,4.82,NA,4.82,4.84,4.84,4.8,4.82,4.96,5
"Thompson, William","Structuring Prv Eq Trans",202010,10,28,36,3.7,4.3,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,4.1,4.3,NA,NA,3.7,NA,1
